Consensus (automatic)	Assessment_1	Assessment_2	URL	Project	Method	Invariant_type	Invariant	Comments
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L27	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	pre	context._dataStack._syncRoot == context._sectionStack._syncRoot	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L28	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	pre	context._dataStack._syncRoot == context._indenter.factory	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L29	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	pre	context._templateLocator._methodBase == context._dataStack._array[context._dataStack._size-1]	
valid	valid	valid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L30	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	pre	context._dataStack._version == context._sectionStack._version	although not useful
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L31	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	pre	context._dataStack._array.Count() == context._sectionStack._array.Count()	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L32	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	pre	context._indenter.capnames == null	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L33	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	pre	context._indenter.capslist == null	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L34	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	post	context._dataStack._syncRoot == context._dataStack._array[context._dataStack._size]	data_stack is not modified by method
valid	valid	valid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L35	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	post	context._indenter.refsInitialized == Contract.OldValue(context._indenter.refsInitialized)	although not useful
valid	valid	valid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L36	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	post	context._writer == Contract.OldValue(context._writer)	although not useful
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L37	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	post	Contract.Exists(context._dataStack._array, x => x.Equals(context._templateLocator._methodBase))	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L38	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	post	context._dataStack._array.Count()-1 != Contract.OldValue(context._dataStack._array).Count()	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L39	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	post	context._dataStack == Contract.OldValue(context._dataStack)	data_stack is not modified by method
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L40	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	post	context._dataStack._syncRoot == context._dataStack._array[context._sectionStack._size]	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L41	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	post	Contract.ForAll(context._dataStack._array, x => x == context._templateLocator._methodPtrAux)	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L42	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	post	context._dataStack._syncRoot == context._sectionStack._array[context._dataStack._size]	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L43	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	post	context._includeLevel < context._dataStack._array.Count()-1	
valid	valid	valid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Render.cs#L15	nustache	Nustache.Core.Render.StringToString(System.String template, System.Object data, Nustache.Core.TemplateLocator templateLocator, Nustache.Core.RenderContextBehaviour renderContextBehaviour)	pre	template != null	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Render.cs#L16	nustache	Nustache.Core.Render.StringToString(System.String template, System.Object data, Nustache.Core.TemplateLocator templateLocator, Nustache.Core.RenderContextBehaviour renderContextBehaviour)	pre	renderContextBehaviour != null	L20 suggests not ("??" serves as nullity check in C#)
valid	valid	valid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Render.cs#L17	nustache	Nustache.Core.Render.StringToString(System.String template, System.Object data, Nustache.Core.TemplateLocator templateLocator, Nustache.Core.RenderContextBehaviour renderContextBehaviour)	pre	data != null	presumably
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Render.cs#L18	nustache	Nustache.Core.Render.StringToString(System.String template, System.Object data, Nustache.Core.TemplateLocator templateLocator, Nustache.Core.RenderContextBehaviour renderContextBehaviour)	pre	templateLocator == null	probably only ever called from method above
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Render.cs#L19	nustache	Nustache.Core.Render.StringToString(System.String template, System.Object data, Nustache.Core.TemplateLocator templateLocator, Nustache.Core.RenderContextBehaviour renderContextBehaviour)	post	Contract.OldValue(renderContextBehaviour) != null	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Render.cs#L20	nustache	Nustache.Core.Render.StringToString(System.String template, System.Object data, Nustache.Core.TemplateLocator templateLocator, Nustache.Core.RenderContextBehaviour renderContextBehaviour)	post	Contract.Result<string>() != null	Invoked return method can return null
valid	valid	valid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Render.cs#L21	nustache	Nustache.Core.Render.StringToString(System.String template, System.Object data, Nustache.Core.TemplateLocator templateLocator, Nustache.Core.RenderContextBehaviour renderContextBehaviour)	post	Contract.OldValue(template) != null	although not useful
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Render.cs#L22	nustache	Nustache.Core.Render.StringToString(System.String template, System.Object data, Nustache.Core.TemplateLocator templateLocator, Nustache.Core.RenderContextBehaviour renderContextBehaviour)	post	template.CompareTo(Contract.Result<string>()) > 0	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Render.cs#L23	nustache	Nustache.Core.Render.StringToString(System.String template, System.Object data, Nustache.Core.TemplateLocator templateLocator, Nustache.Core.RenderContextBehaviour renderContextBehaviour)	post	template.Equals("before{{foo.bar}}after")	
valid	valid	valid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Render.cs#L24	nustache	Nustache.Core.Render.StringToString(System.String template, System.Object data, Nustache.Core.TemplateLocator templateLocator, Nustache.Core.RenderContextBehaviour renderContextBehaviour)	post	template.Equals(Contract.OldValue(template))	
valid	valid	valid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Render.cs#L25	nustache	Nustache.Core.Render.StringToString(System.String template, System.Object data, Nustache.Core.TemplateLocator templateLocator, Nustache.Core.RenderContextBehaviour renderContextBehaviour)	post	Contract.OldValue(data) != null	although not useful
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L76	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	pre	ctx._dataStack._syncRoot == ctx._indenter.factory	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L77	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	pre	ctx._indenter.capnames == ctx._indenter.caps	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L78	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	pre	ctx._dataStack._syncRoot == options	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L79	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	pre	ctx._lineEnded == false	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L80	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	pre	ctx._dataStack._syncRoot == ctx._dataStack._array[ctx._sectionStack._version]	
conflict	invalid	valid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L81	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	pre	name == null	This and next are both "out" arguments; that doesn't require them to be null, but it's possible that by design of the system they are. I couldn't trace it back to prove that
conflict	invalid	valid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L82	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	pre	arguments == null	Same as above; might be valid
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L83	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	pre	ctx._dataStack._syncRoot == ctx._indenter.capnames	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L84	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	pre	ctx._dataStack._size > ctx._includeLevel	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L85	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	pre	ctx._dataStack._size == ctx._sectionStack._size	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L86	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	post	ctx._dataStack._syncRoot == ctx._dataStack._array[ctx._dataStack._size]	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L87	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	post	ctx._dataStack._syncRoot == ctx._dataStack._array[Contract.OldValue(ctx._indenter.capsize)]	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L88	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	post	ctx._dataStack._size > ctx._includeLevel	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L89	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	post	ctx._indenter.capsize == 1	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L90	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	post	ctx._dataStack._syncRoot == ctx._dataStack._array[ctx._dataStack._version]	
valid	valid	valid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L91	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	post	ctx._dataStack._array == Contract.OldValue(ctx._dataStack._array)	although not useful
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L92	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	post	ctx._dataStack._syncRoot == ctx._sectionStack._array[ctx._dataStack._size]	
valid	valid	valid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L93	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	post	ctx._indenter.capslist == Contract.OldValue(ctx._indenter.capslist)	although not useful
valid	valid	valid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L94	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	post	ctx._indenter.internalMatchTimeout != null	(is a Regex property)
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/Helpers.cs#L95	nustache	Nustache.Core.Helpers.Parse(Nustache.Core.RenderContext ctx, System.String path, System.String name, System.Collections.Generic.IList`1<System.Object> arguments, System.Collections.Generic.IDictionary`2<System.String, System.Object> options)	post	ctx._dataStack._syncRoot == Contract.OldValue(ctx._dataStack._array[ctx._sectionStack._version])	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L263	nustache	Nustache.Core.RenderContext.Write(System.String text)	pre	Contract.Exists(this._sectionStack._array, x => x.Equals(this._dataStack._syncRoot))	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L264	nustache	Nustache.Core.RenderContext.Write(System.String text)	pre	Contract.Exists(this._dataStack._array, x => x.Equals(this._templateLocator._methodBase))	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L265	nustache	Nustache.Core.RenderContext.Write(System.String text)	pre	this._templateLocator._target != null	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L266	nustache	Nustache.Core.RenderContext.Write(System.String text)	pre	this._sectionStack._array[this._dataStack._size-1] != null	
valid	valid	valid	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L267	nustache	Nustache.Core.RenderContext.Write(System.String text)	pre	text != null	nice method, no other calls :-)
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L268	nustache	Nustache.Core.RenderContext.Write(System.String text)	pre	Contract.Exists(this._dataStack._array, x => x.Equals(this._sectionStack._array[this._sectionStack._size]))	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L269	nustache	Nustache.Core.RenderContext.Write(System.String text)	pre	Contract.Exists(this._dataStack._array, x => x.Equals(this._templateLocator._methodPtrAux))	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L270	nustache	Nustache.Core.RenderContext.Write(System.String text)	pre	this._dataStack._size.OneOf(1, 2, 6)	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L271	nustache	Nustache.Core.RenderContext.Write(System.String text)	pre	this._dataStack._array[this._dataStack._size-1] == this._dataStack._array[this._sectionStack._size-1]	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L272	nustache	Nustache.Core.RenderContext.Write(System.String text)	pre	this._dataStack._size != this._includeLevel	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L273	nustache	Nustache.Core.RenderContext.Write(System.String text)	post	Contract.Exists(this._dataStack._array, x => x.Equals(this._templateLocator._methodBase))	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L274	nustache	Nustache.Core.RenderContext.Write(System.String text)	post	this._templateLocator._methodPtr != null	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L275	nustache	Nustache.Core.RenderContext.Write(System.String text)	post	this._dataStack._size != this._includeLevel	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L276	nustache	Nustache.Core.RenderContext.Write(System.String text)	post	Contract.Exists(this._dataStack._array, x => x.Equals(this._templateLocator._methodPtrAux))	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L277	nustache	Nustache.Core.RenderContext.Write(System.String text)	post	this._indenter.internalMatchTimeout == Contract.OldValue(this._indenter.internalMatchTimeout)	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L278	nustache	Nustache.Core.RenderContext.Write(System.String text)	post	this._indenter.capnames == Contract.OldValue(this._indenter.caps)	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L279	nustache	Nustache.Core.RenderContext.Write(System.String text)	post	this._sectionStack == Contract.OldValue(this._sectionStack)	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L280	nustache	Nustache.Core.RenderContext.Write(System.String text)	post	this._templateLocator._target == Contract.OldValue(this._templateLocator._target)	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L281	nustache	Nustache.Core.RenderContext.Write(System.String text)	post	this._sectionStack._array[this._sectionStack._size] == null	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6d/Nustache.Core/RenderContext.cs#L282	nustache	Nustache.Core.RenderContext.Write(System.String text)	post	this._dataStack._syncRoot == Contract.OldValue(this._dataStack._array[this._dataStack._size])	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L493	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.Samples(System.Random rnd, System.Double lower, System.Double upper, System.Double mode)	pre	upper.OneOf(-1.0, 3.0)	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L494	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.Samples(System.Random rnd, System.Double lower, System.Double upper, System.Double mode)	pre	lower.OneOf(1.0, 2.0)	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L495	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.Samples(System.Random rnd, System.Double lower, System.Double upper, System.Double mode)	pre	mode.OneOf(0.1, 2.5)	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L496	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.Samples(System.Random rnd, System.Double lower, System.Double upper, System.Double mode)	post	Contract.OldValue(mode) == 0.1	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L497	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.Samples(System.Random rnd, System.Double lower, System.Double upper, System.Double mode)	post	Contract.OldValue(lower) == 1.0	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L498	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.Samples(System.Random rnd, System.Double lower, System.Double upper, System.Double mode)	post	Contract.OldValue(rnd) != null	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L499	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.Samples(System.Random rnd, System.Double lower, System.Double upper, System.Double mode)	post	Contract.OldValue(upper) == -1.0	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L500	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.Samples(System.Random rnd, System.Double lower, System.Double upper, System.Double mode)	post	Contract.OldValue(rnd) != null	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L501	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.Samples(System.Random rnd, System.Double lower, System.Double upper, System.Double mode)	post	Contract.OldValue(mode) == 2.5	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L502	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.Samples(System.Random rnd, System.Double lower, System.Double upper, System.Double mode)	post	Contract.OldValue(upper) == 3.0	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L503	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.Samples(System.Random rnd, System.Double lower, System.Double upper, System.Double mode)	post	Contract.OldValue(lower) == 2.0	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L266	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.CumulativeDistribution(System.Double x)	pre	this._lower == 0.0	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L267	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.CumulativeDistribution(System.Double x)	pre	x == 0.123456789	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L268	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.CumulativeDistribution(System.Double x)	pre	this._mode == 0.7	
